id,value
id_118,25.271516726408073
id_119,2.5385357064094016
id_120,2.5312786235209614
id_121,10.22002939794544
id_122,15.142727819168122
id_123,13.565275792456838
id_124,7.315559871991493
id_125,27.92877607085563
id_126,21.246662482664508
id_127,11.48768011324137
id_128,19.155864879135898
id_129,17.196018642886955
id_130,3.437900020489085
id_131,33.886163977792464
id_132,16.392113022608772
id_133,27.603281852078503
id_134,22.77419122746508
id_135,21.845955001427196
id_136,10.762058909768738
id_137,22.988382997745465
id_138,74.90725175259504
id_139,64.68621638156719
id_140,30.456834730190522
id_141,18.318104041947322
id_142,23.27818743922292
id_143,8.751105425559336
id_144,13.283514664554191
id_145,11.400790351290507
id_146,20.62681538580985
id_147,9.648689331245304
id_148,12.396836562396262
id_149,16.299238265131404
id_150,45.0552672661734
id_151,19.477408835423823
id_152,25.581598084598678
id_153,14.026080553290235
id_154,17.319482524149358
id_155,25.812403519005876
id_156,19.43989491887342
id_157,34.41645820263986
id_158,4.495797551052501
id_159,19.117905086597652
id_160,42.81541946033205
id_161,18.486269461711164
id_162,54.99615354477681
id_163,18.96732384666692
id_164,35.464224523647104
id_165,25.066058435951746
id_166,19.631792702779816
id_167,0.6036978451535049
id_168,65.71199665351129
id_169,18.092675098606534
id_170,18.558368188895688
id_171,68.71807409407069
id_172,18.471426873558887
id_173,3.58165608600401
id_174,27.51788791455099
id_175,2.693852597677104
id_176,8.274688858474999
id_177,17.4797130422072
id_178,21.417076111898705
id_179,21.067940876174504
id_180,44.25070630493846
id_181,28.948572231050246
id_182,31.17226122473593
id_183,13.796673254095639
id_184,6.2515539029991185
id_185,41.688905773146615
id_186,36.661962581335445
id_187,34.320017622597106
id_188,14.983311575080986
id_189,20.848082439802813
id_190,16.55369878696853
id_191,16.403354871945965
id_192,31.95419761261686
id_193,75.05395301274629
id_194,31.73887498555471
id_195,11.786433442322215
id_196,61.98454179052617
id_197,17.773349990216005
id_198,18.477081808868515
id_199,22.156621363085552
id_200,125.43364040047676
id_201,24.635674775106608
id_202,57.48106489337704
id_203,4.744370555005375
id_204,60.309445994935494
id_205,32.95176244327903
id_206,13.613622585595264
id_207,15.112124769251064
id_208,64.59583962634447
id_209,13.911294483008355
id_210,30.59399371787079
id_211,69.70334396103948
id_212,22.2547660071024
id_213,115.09742701968561
id_214,38.51826361535075
id_215,77.95243896457353
id_216,89.85130517796752
id_217,72.14611428999673
id_218,32.70092686243324
id_219,20.684252930782506
id_220,31.81923763110139
id_221,56.739997728481505
id_222,25.15490360514408
id_223,38.47102535893298
id_224,44.01066413349584
id_225,7.723011020566307
id_226,4.900393988473553
id_227,72.37655421811482
id_228,27.982789963781443
id_229,1.4050758234646352
id_230,40.87035656145642
id_231,12.09526916328959
id_232,20.209587823164078
id_233,6.5026168996578875
id_234,13.728778573505489
id_235,21.226925203667054
id_236,12.73738325457778
id_237,-0.8127639713480903
id_238,23.631192134147312
id_239,4.07112581123911
